doc_id,source,document,LLM_q,orig_questions
food_3.txt,https://www.kaggle.com/datasets/jensenbaxter/10dataset-text-document-classification?resource=download,"Guacamole Turkey Burgers
instructions
In a medium bowl, combine the turkey, onion, chili powder, lime zest, and half the cilantro. Season with the measured salt and some black pepper. Use your hands to gently combine. Divide the meat into 4 equal portions and shape each portion into an even 1/2-inch-thick patty. Use your thumb to make a shallow indentation in the center of each patty (this helps the burgers cook more evenly). Transfer the patties to a plate and set aside.
To make the guacamole, place the avocado in a small bowl and, with the back of a fork, mash it until it's almost smooth. Add the tomato, the remaining cilantro, and the lime juice. Season with salt and stir to combine.
Heat a grill pan or outdoor grill to medium-high, about 375 F to 425 F. When the grill is hot, use tongs to grab several layers of wadded paper towels, dip them in vegetable oil, and smear the grill pan's ridges or outdoor grill's grates (you can also apply cooking spray directly to the pan or grates).
Use a metal spatula to transfer the turkey patties to the pan or grill (close the lid if it's the latter) and cook, undisturbed (don't be tempted to press down on the patties!), until grill marks appear on the bottom, about 5 to 6 minutes. Flip the burgers, close the grill (if using), and cook until the patties are cooked through and an instant-read thermometer registers 165 F, about 6 minutes more. Add the cheese to the top of each patty for the last 4 minutes of cooking time. When the cheese melts, transfer the burgers to a warmed plate and tent loosely with foil for 5 minutes. Meanwhile, split and toast the buns on the grill.
Top each bottom bun with a turkey patty, divide the guacamole evenly among the patties, and cover with the bun tops. Serve immediately.",gpt-3.5,"1. How do you make the guacamole for the turkey burgers?
2. What ingredients are used to make the turkey patties?
3. How do you shape the turkey patties before cooking?
4. What temperature should the grill be heated to for cooking the turkey burgers?
5. How long should the turkey patties cook on each side?
6. At what temperature should the turkey burgers be cooked until they are done?
7. When should the cheese be added to the turkey patties during cooking?
8. How should the buns be prepared before serving the turkey burgers?
9. How should the turkey burgers be assembled before serving?
10. What is the purpose of making an indentation in the center of the turkey patties before cooking?"
graphics_9.txt,https://www.kaggle.com/datasets/jensenbaxter/10dataset-text-document-classification?resource=download,"Learn Adobe Illustrator and Get Started With Graphic Design
From print and video ads to presentations and pitch decks, graphic designers have their hands in a huge array of projects in an organization. While some companies keep a design team in-house, many bring on contractors to handle their design needs. Either way, graphic designers enjoy flexible, lucrative careers that come with constant creative challenges. Sound intriguing? The 2020 Adobe Illustrator CC Master Class Bundle can teach you the tools you need to know to get started, and it's on sale for under $40 today.
This six-course, 34-hour bundle takes you on a comprehensive journey into one of the world's leading design platforms, Adobe Illustrator. You'll get a crash course in the basics, understanding the nuts and bolts behind Illustrator's vector editing abilities, while learning how to use the core tools.
From there, you'll learn how to apply your skills to build user interfaces on web pages and complete real-world projects like flyers and static ads. With that hands-on training, you'll be able to create actual projects that you can include in a portfolio and send to recruiters.
Finally, in the advanced course, you'll learn how to streamline your productivity and workflow and complete complex projects from scratch.
Ready to design your way to a brand new career? Normally $284, The 2020 Adobe Illustrator CC Master Class Bundle is on sale now for just $39.99.",gpt-3.5,"1. What is the Adobe Illustrator CC Master Class Bundle?
2. How many courses are included in the bundle?
3. How many hours of content are included in the bundle?
4. What is the focus of the courses in the bundle?
5. What skills will you learn in the courses?
6. How can graphic designers benefit from learning Adobe Illustrator?
7. What types of projects can you create after completing the courses?
8. How can the skills learned in Adobe Illustrator be applied in real-world scenarios?
9. What is the normal price of the bundle?
10. What is the current sale price of the bundle?"
historical_7.txt,https://www.kaggle.com/datasets/jensenbaxter/10dataset-text-document-classification?resource=download,"After an asteroid crashed into what is now Chicxulub, Mexico 66 million years ago, a chain of events occurred that caused dinosaurs to disappear and mammals to flourish. But figuring out exactly what happened after this event, known as the Cretaceous-Paleogene (K-Pg) mass extinction event, has been tricky due to a sparse fossil record. Yesterday (October 24), a team of researchers published a paper in Science detailing their 2016 discovery of a trove of plant and mammal fossils that sheds light on how ecosystems recovered after the asteroid impact.
The researchers, led by vertebrate paleontologist Tyler Lyson at the Denver Museum of Nature and Science, have found over 1,000 vertebrate fossils, including 16 mammal species at the Corral Bluffs fossil site, located near Colorado Springs. They also found over 6,000 leaf fossils and 37,000 pollen grains, reports The New York Times.
""With this discovery, we're starting to see the entire skull of many of these mammals that we previously only knew from teeth,"" Stephen Chester, a mammalian paleontologist at Brooklyn College and paper coauthor, told the Times.
The site shows a near-continuous record of plant and animal life over a period of one million years following the K-Pg mass extinction, according to Science. Lyson and his team were able to determine the age of the site through volcanic ash layers with radioactive minerals, along with the presence of many fern fossils, which thrive after an ecosystem has been disturbed.
The researchers found that plants and animals rebounded faster than previously thought, and that when ferns were replaced by palm forests, the variety of plants also sparked diversification of mammals from small rat-sized animals to larger ones. By 700,000 years after the extinction event, some mammals were 100 times bigger than ones that had lived through the asteroid impact.
""This is one of those discoveries all paleontologists dream of,"" Steve Brusatte, a paleontologist at the University of Edinburgh who was not involved in the research, tells Science News.",gpt-3.5,"1. What event caused the mass extinction of dinosaurs and led to the flourishing of mammals?
2. Where was the trove of plant and mammal fossils discovered?
3. How many vertebrate fossils were found at the Corral Bluffs fossil site?
4. What type of fossils were found at the site?
5. How did the researchers determine the age of the site?
6. What type of plants thrived after the ecosystem was disturbed?
7. How did the variety of plants at the site impact mammal diversification?
8. How much larger were some mammals 700,000 years after the extinction event?
9. Why is the discovery at the Corral Bluffs fossil site significant?
10. Who was the lead researcher on the study published in Science?"
historical_10.txt,https://www.kaggle.com/datasets/jensenbaxter/10dataset-text-document-classification?resource=download,"Philippine-American War
During the Spanish-American War, rebels in the Philippines proclaimed their independence after 300 years of Spanish rule... only to have their hopes for a free nation written off with a few pen strokes when the Treaty of Paris was signed in 1898, handing the Philippines to the United States. Rebel leader Emilio Aguinaldo-who had convened a revolutionary assembly that drew up the first democratic constitution in Asia-launched a revolt. 
The United States responded by sending in troops and by war's end, over 4,000 American soldiers had died, ten times the number of Americans killed in the Spanish-American War. Losses among locals were worse: 20,000 Filipino insurgents and an unknown number of civilians lost their lives in the fight for independence.
David Silbey, associate director, Cornell in Washington and author of A War of Frontier and Empire: The Philippine-American War, 1899-1902, writes that the Philippine-American War ""was our last war of manifest destiny and western expansion and our first imperial land war in Asia. It was the United States testing out what role it would have on the world stage and bringing with it all the complicated racial and cultural attitudes that shaped American society at home.""",gpt-3.5,"1. What event sparked the Philippine-American War?
2. How did the Treaty of Paris impact the independence aspirations of the Philippines?
3. Who was the rebel leader that launched a revolt against the United States?
4. How many American soldiers died during the Philippine-American War?
5. How many Filipino insurgents lost their lives during the conflict?
6. What was significant about the first democratic constitution in Asia drawn up by the rebels in the Philippines?
7. Who is David Silbey and what is his perspective on the Philippine-American War?
8. What role did the United States play in the Philippine-American War?
9. How did the Philippine-American War shape American society at the time?
10. How did the Philippine-American War impact the United States' position on the world stage?"
historical_18.txt,https://www.kaggle.com/datasets/jensenbaxter/10dataset-text-document-classification?resource=download,"America Enters World War I
At the outbreak of fighting in 1914, the United States remained on the sidelines of World War I, adopting the policy of neutrality favored by President Woodrow Wilson while continuing to engage in commerce and shipping with European countries on both sides of the conflict.
Neutrality, however, was increasing difficult to maintain in the face of Germany's unchecked submarine aggression against neutral ships, including those carrying passengers. In 1915, Germany declared the waters surrounding the British Isles to be a war zone, and German U-boats sunk several commercial and passenger vessels, including some U.S. ships.
Widespread protest over the sinking by U-boat of the British ocean liner Lusitania-traveling from New York to Liverpool, England with hundreds of American passengers onboard-in May 1915 helped turn the tide of American public opinion against Germany. In February 1917, Congress passed a $250 million arms appropriations bill intended to make the United States ready for war.
Germany sunk four more U.S. merchant ships the following month, and on April 2 Woodrow Wilson appeared before Congress and called for a declaration of war against Germany.",gpt-3.5,"1. What policy did President Woodrow Wilson adopt at the outbreak of World War I?
2. Why was neutrality difficult to maintain for the United States during World War I?
3. What action did Germany take in 1915 that led to widespread protest in the United States?
4. What event helped turn American public opinion against Germany in 1915?
5. What was the purpose of the $250 million arms appropriations bill passed by Congress in February 1917?
6. How did Germany's actions in March 1917 further escalate tensions with the United States?
7. When did Woodrow Wilson appear before Congress to call for a declaration of war against Germany?
8. What were some of the consequences of Germany's unchecked submarine aggression against neutral ships?
9. How did the sinking of the Lusitania impact American public opinion?
10. What role did U.S. merchant ships play in the events leading up to America's entry into World War I?"
sport_1.txt,https://www.kaggle.com/datasets/jensenbaxter/10dataset-text-document-classification?resource=download,"Claxton hunting first major medal
British hurdler Sarah Claxton is confident she can win her first major medal at next month's European Indoor Championships in Madrid.
The 25-year-old has already smashed the British record over 60m hurdles twice this season, setting a new mark of 7.96 seconds to win the AAAs title. ""I am quite confident,"" said Claxton. ""But I take each race as it comes. ""As long as I keep up my training but not do too much I think there is a chance of a medal."" Claxton has won the national 60m hurdles title for the past three years but has struggled to translate her domestic success to the international stage. Now, the Scotland-born athlete owns the equal fifth-fastest time in the world this year. And at last week's Birmingham Grand Prix, Claxton left European medal favourite Russian Irina Shevchenko trailing in sixth spot.
For the first time, Claxton has only been preparing for a campaign over the hurdles - which could explain her leap in form. In previous seasons, the 25-year-old also contested the long jump but since moving from Colchester to London she has re-focused her attentions. Claxton will see if her new training regime pays dividends at the European Indoors which take place on 5-6 March.",gpt-3.5,"1. What major event is Sarah Claxton aiming to win her first medal at?
2. How many times has Sarah Claxton broken the British record over 60m hurdles this season?
3. What time did Sarah Claxton set to win the AAAs title?
4. How many national 60m hurdles titles has Sarah Claxton won in the past three years?
5. What place did Sarah Claxton finish at the Birmingham Grand Prix?
6. What is the equal fifth-fastest time in the world this year for the 60m hurdles?
7. What event did Sarah Claxton used to also compete in, but has now focused solely on hurdles?
8. When did Sarah Claxton move from Colchester to London?
9. What are the dates of the European Indoor Championships?
10. How does Sarah Claxton feel about her chances of winning a medal at the European Indoors?"
sport_3.txt,https://www.kaggle.com/datasets/jensenbaxter/10dataset-text-document-classification?resource=download,"Greene sets sights on world title
Maurice Greene aims to wipe out the pain of losing his Olympic 100m title in Athens by winning a fourth World Championship crown this summer.
He had to settle for bronze in Greece behind fellow American Justin Gatlin and Francis Obikwelu of Portugal. ""It really hurts to look at that medal. It was my mistake. I lost because of the things I did,"" said Greene, who races in Birmingham on Friday. ""It's never going to happen again. My goal - I'm going to win the worlds."" Greene crossed the line just 0.02 seconds behind Gatlin, who won in 9.87 seconds in one of the closest and fastest sprints of all time. But Greene believes he lost the race and his title in the semi-finals. ""In my semi-final race, I should have won the race but I was conserving energy. ""That's when Francis Obikwelu came up and I took third because I didn't know he was there. ""I believe that's what put me in lane seven in the final and, while I was in lane seven, I couldn't feel anything in the race.
""I just felt like I was running all alone. ""I believe if I was in the middle of the race I would have been able to react to people that came ahead of me."" Greene was also denied Olympic gold in the 4x100m men's relay when he could not catch Britain's Mark Lewis-Francis on the final leg. The Kansas star is set to go head-to-head with Lewis-Francis again at Friday's Norwich Union Grand Prix. The pair contest the 60m, the distance over which Greene currently holds the world record of 6.39 seconds. He then has another indoor meeting in France before resuming training for the outdoor season and the task of recapturing his world title in Helsinki in August. Greene believes Gatlin will again prove the biggest threat to his ambitions in Finland. But he also admits he faces more than one rival for the world crown. ""There's always someone else coming. I think when I was coming up I would say there was me and Ato (Boldon) in the young crowd,"" Greene said. ""Now you've got about five or six young guys coming up at the same time.""",gpt-3.5,"1. Who won the Olympic 100m title in Athens, causing Maurice Greene to settle for bronze?
2. What was Maurice Greene's mistake that he believes cost him the Olympic title?
3. What is Greene's goal after losing his Olympic title?
4. How close was the race in which Greene lost his Olympic title?
5. What does Greene believe caused him to lose his title in the semi-finals?
6. Who did Greene fail to catch on the final leg of the 4x100m men's relay?
7. In what event will Greene go head-to-head with Mark Lewis-Francis at the Norwich Union Grand Prix?
8. What world record does Greene currently hold in the 60m?
9. When is Maurice Greene set to resume training for the outdoor season?
10. Who does Greene believe will be his biggest threat in recapturing his world title in Helsinki?"
sport_16.txt,https://www.kaggle.com/datasets/jensenbaxter/10dataset-text-document-classification?resource=download,"Verdict delay for Greek sprinters
Greek athletics' governing body has postponed by two weeks the judgement on sprinters Costas Kenteris and Katerina Thanou for missing doping tests.
The pair are facing lengthy bans for the missed tests, including one on the eve of last year's Athens Olympics. They were set to learn their fate by the end of February, but late evidence from them has pushed the date back. ""A decision is now expected by around mid-March,"" said one of their lawyers, Michalis Dimitrakopoulos. Kenteris, 31, who won the men's 200m title at the 2000 Sydney Games and Thanou, 30, who won the women's 100m silver medal in Sydney, face a maximum two-year ban if found guilty. The athletes, who spectacularly withdrew from the Athens Olympics, have been suspended by the International Association of Athletics Federations (IAAF) for missing the three tests. The IAAF said the sprinters had failed to provide samples for tests in Tel Aviv, Chicago and Athens and ordered Greek athletic's governing body, Segas, to hold a disciplinary inquiry. The athletes also face a criminal hearing in Greece over the missed drugs tests and have been charged with faking a motorcycle accident on the day of the Athens test, which led to them spending four days in hospital. Following the final hearing in late January, the athletes sounded confident they would be acquitted. ""I am confident and optimistic,"" Thanou had said at the time. ""We presented new evidence to the committee that they were not aware of."" It was not clear what this new evidence was.",gpt-3.5,"1. Why have the judgement on Costas Kenteris and Katerina Thanou been postponed by two weeks?
2. What are the potential consequences for Kenteris and Thanou if they are found guilty of missing doping tests?
3. How many tests did Kenteris and Thanou miss, and in which cities?
4. Who has suspended Kenteris and Thanou for missing the tests?
5. What additional legal trouble do Kenteris and Thanou face in Greece?
6. What incident led to Kenteris and Thanou spending four days in hospital?
7. How did the athletes feel after the final hearing in late January?
8. What confident statement did Thanou make after the final hearing?
9. What new evidence did the athletes present to the committee?
10. When is the new expected date for the decision on Kenteris and Thanou's case?"
technologie_2.txt,https://www.kaggle.com/datasets/jensenbaxter/10dataset-text-document-classification?resource=download,"China net cafe culture crackdown
Chinese authorities closed 12,575 net cafes in the closing months of 2004, the country's government said.
According to the official news agency most of the net cafes were closed down because they were operating illegally. Chinese net cafes operate under a set of strict guidelines and many of those most recently closed broke rules that limit how close they can be to schools. The move is the latest in a series of steps the Chinese government has taken to crack down on what it considers to be immoral net use.
The official Xinhua News Agency said the crackdown was carried out to create a ""safer environment for young people in China"". Rules introduced in 2002 demand that net cafes be at least 200 metres away from middle and elementary schools. The hours that children can use net cafes are also tightly regulated. China has long been worried that net cafes are an unhealthy influence on young people. The 12,575 cafes were shut in the three months from October to December. China also tries to dictate the types of computer games people can play to limit the amount of violence people are exposed to.
Net cafes are hugely popular in China because the relatively high cost of computer hardware means that few people have PCs in their homes. This is not the first time that the Chinese government has moved against net cafes that are not operating within its strict guidelines. All the 100,000 or so net cafes in the country are required to use software that controls what websites users can see. Logs of sites people visit are also kept. Laws on net cafe opening hours and who can use them were introduced in 2002 following a fire at one cafe that killed 25 people. During the crackdown following the blaze authorities moved to clean up net cafes and demanded that all of them get permits to operate. In August 2004 Chinese authorities shut down 700 websites and arrested 224 people in a crackdown on net porn. At the same time it introduced new controls to block overseas sex sites. The Reporters Without Borders group said in a report that Chinese government technologies for e-mail interception and net censorship are among the most highly developed in the world.",gpt-3.5,"1. How many net cafes were closed by Chinese authorities in the closing months of 2004?
2. Why were most of the net cafes closed down?
3. What are the guidelines that Chinese net cafes operate under?
4. Why does the Chinese government consider net cafes to be immoral?
5. What rules were introduced in 2002 regarding the distance net cafes should be from schools?
6. Why does China regulate the hours that children can use net cafes?
7. Why are net cafes popular in China?
8. What software are net cafes required to use in China?
9. What event led to the introduction of laws on net cafe opening hours and who can use them in 2002?
10. What actions did the Chinese government take in August 2004 to crack down on net porn?"
technologie_7.txt,https://www.kaggle.com/datasets/jensenbaxter/10dataset-text-document-classification?resource=download,"Microsoft releases bumper patches
Microsoft has warned PC users to update their systems with the latest security fixes for flaws in Windows programs.
In its monthly security bulletin, it flagged up eight ""critical"" security holes which could leave PCs open to attack if left unpatched. The number of holes considered ""critical"" is more than usual. They affect Windows programs, including Internet Explorer (IE), media player and instant messaging. Four other important fixes were also released. These were considered to be less critical, however. If not updated, either automatically or manually, PC users running the programs could be vulnerable to viruses or other malicious attacks designed to exploit the holes. Many of the flaws could be used by virus writers to take over computers remotely, install programs, change, and delete or see data.
One of the critical patches Microsoft has made available is an important one that fixes some IE flaws. Stephen Toulouse, a Microsoft security manager, said the flaws were known about, and although the firm had not seen any attacks exploiting the flaw, he did not rule them out. Often, when a critical flaw is announced, spates of viruses follow because home users and businesses leave the flaw unpatched. A further patch fixes a hole in Media Player, Windows Messenger and MSN Messenger which an attacker could use to take control of unprotected machines through .png files. Microsoft announces any vulnerabilities in its software every month. The most important ones are those which are classed as ""critical"". Its latest releases came the week that the company announced it was to buy security software maker Sybari Software as part of Microsoft's plans to make its own security programs.",gpt-3.5,"1. What does Microsoft recommend PC users to do in response to the security flaws in Windows programs?
2. How many critical security holes were flagged up by Microsoft in its monthly security bulletin?
3. Which Windows programs are affected by the critical security holes?
4. What could happen if PC users do not update their systems with the latest security fixes?
5. How could virus writers exploit the flaws in Windows programs?
6. What is one of the critical patches made available by Microsoft for fixing IE flaws?
7. Why is it important for PC users to update their systems with the latest security fixes?
8. What could an attacker do through .png files in Media Player, Windows Messenger, and MSN Messenger?
9. How often does Microsoft announce vulnerabilities in its software?
10. What recent acquisition did Microsoft make in the security software industry?"
