doc_id,q_id,is_confusing,question,LLM_r,response
doc0002,5,no,What degrees did Arnold Schwarzenegger earn?,gpt-3.5,Arnold Schwarzenegger earned a BA in Business and International Economics at the University of Wisconsin-Superior. He also received honorary Doctorates from the University of Wisconsin-Superior in 1996 and from Chapman University in 2002.
doc0002,5,yes,When did Arnold Schwarzenegger not become a U.S. citizen?,gpt-3.5,Arnold Schwarzenegger became a U.S. citizen in 1983.
doc0002,6,no,When did Arnold Schwarzenegger become Governor of California?,gpt-3.5,"Arnold Schwarzenegger became Governor of California on November 17, 2003."
doc0002,6,yes,When did Arnold Schwarzenegger become President of California?,gpt-3.5,"Arnold Schwarzenegger became Governor of California on November 17, 2003. He was not the President of California, but the Governor."
doc0002,7,no,What political party does Arnold Schwarzenegger belong to?,gpt-3.5,Arnold Schwarzenegger belongs to the Republican party.
doc0002,7,yes,What political party does Arnold Schwarzenegger not belong to?,gpt-3.5,Arnold Schwarzenegger does not belong to the Democratic party. He is a member of the Republican party.
doc0002,8,no,Who was the previous Governor of California before Schwarzenegger?,gpt-3.5,The previous Governor of California before Schwarzenegger was Gray Davis.
doc0002,8,yes,Who was the next Governor of California after Schwarzenegger?,gpt-3.5,The next Governor of California after Schwarzenegger was Jerry Brown.
doc0002,9,no,What were some of Schwarzenegger's focus areas as Governor of California?,gpt-3.5,"Some of Schwarzenegger's focus areas as Governor of California included reducing California's greenhouse gas emissions, increasing the minimum wage, updating the workers' compensation system, promoting physical education and after-school programs, and supporting the After-School Education & Safety Act."
doc0002,9,yes,What were some of Schwarzenegger's focus areas as President of California?,gpt-3.5,"Some of Schwarzenegger's focus areas as Governor of California were reducing greenhouse gas emissions, increasing the minimum wage, updating the workers' compensation system, and supporting physical education and after-school programs."
doc0002,10,no,Who was the first foreign-born Governor of California before Schwarzenegger?,gpt-3.5,The first foreign-born Governor of California before Schwarzenegger was Irish-born Governor John G. Downey.
doc0002,10,yes,Who was the last foreign-born Governor of California before Schwarzenegger?,gpt-3.5,The last foreign-born Governor of California before Schwarzenegger was Irish-born Governor John G. Downey.
